Country,region,1970/3,1970/6,1970/9,1970/12,1971/3,1971/6,1971/9,1971/12,1972/3,1972/6,1972/9,1972/12,1973/3,1973/6,1973/9,1973/12,1974/3,1974/6,1974/9,1974/12,1975/3,1975/6,1975/9,1975/12,1976/3,1976/6,1976/9,1976/12,1977/3,1977/6,1977/9,1977/12,1978/3,1978/6,1978/9,1978/12,1979/3,1979/6,1979/9,1979/12,1980/3,1980/6,1980/9,1980/12,1981/3,1981/6,1981/9,1981/12,1982/3,1982/6,1982/9,1982/12,1983/3,1983/6,1983/9,1983/12,1984/3,1984/6,1984/9,1984/12,1985/3,1985/6,1985/9,1985/12,1986/3,1986/6,1986/9,1986/12,1987/3,1987/6,1987/9,1987/12,1988/3,1988/6,1988/9,1988/12,1989/3,1989/6,1989/9,1989/12,1990/3,1990/6,1990/9,1990/12,1991/3,1991/6,1991/9,1991/12,1992/3,1992/6,1992/9,1992/12,1993/3,1993/6,1993/9,1993/12,1994/3,1994/6,1994/9,1994/12,1995/3,1995/6,1995/9,1995/12,1996/3,1996/6,1996/9,1996/12,1997/3,1997/6,1997/9,1997/12,1998/3,1998/6,1998/9,1998/12,1999/3,1999/6,1999/9,1999/12,2000/3,2000/6,2000/9,2000/12,2001/3,2001/6,2001/9,2001/12,2002/3,2002/6,2002/9,2002/12,2003/3,2003/6,2003/9,2003/12,2004/3,2004/6,2004/9,2004/12,2005/3,2005/6,2005/9,2005/12,2006/3,2006/6,2006/9,2006/12,2007/3,2007/6,2007/9,2007/12,2008/3,2008/6,2008/9,2008/12,2009/3,2009/6,2009/9,2009/12,2010/3,2010/6,2010/9,2010/12,2011/3,2011/6,2011/9,2011/12,2012/3,2012/6,2012/9,2012/12,2013/3,2013/6,2013/9,2013/12,2014/3,2014/6,2014/9,2014/12,2015/3,2015/6,2015/9,2015/12,2016/3,2016/6,2016/9,2016/12,2017/3,2017/6,2017/9,2017/12,2018/3,2018/6,2018/9,2018/12,2019/3,2019/6,2019/9,2019/12,2020/3,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12
Switzerland,Western Europe,33.38,33.66,34.11,34.83,35.46,35.95,36.39,37.12,37.79,38.28,38.79,39.71,40.71,41.41,42,43.99,44.94,45.3,46.43,47.85,48.54,49.13,49.45,49.76,49.99,49.89,50.09,50.29,50.48,50.58,50.83,50.95,51.06,51.28,51.34,51.26,52.02,52.9,53.62,53.87,54.28,54.96,55.63,56.09,57.45,58.24,59.62,59.99,60.51,61.67,62.94,63.48,63.42,63.85,64.06,64.61,65.3,65.74,65.86,66.55,67.79,68.1,67.98,68.62,68.79,68.66,68.39,68.69,69.4,69.44,69.6,70.05,70.6,70.88,70.9,71.33,72.2,72.9,73.11,74.44,75.78,76.48,77.38,78.83,80.23,81.26,82.07,82.99,84.06,84.81,85.04,85.82,87,87.78,88,88.13,88.51,88.35,88.49,88.55,89.71,90.04,90.25,90.27,90.67,90.75,90.8,90.97,91.33,91.23,91.23,91.3,91.34,91.28,91.31,91.23,91.59,91.81,92.19,92.51,93.02,93.28,93.56,93.97,93.97,94.69,94.52,94.36,94.49,95.34,94.81,95.31,95.48,95.86,95.23,95.81,95.53,96.69,96.1,97.13,96.83,97.71,97.23,98.2,98.02,99.01,98.42,98.65,98.11,99.53,99.05,100.3,100.53,102.2,101.99,101.89,100.52,101.43,101,101.71,101.64,102.44,101.34,102.03,102.25,102.84,101.73,101.57,101.35,101.79,101.19,101.22,100.98,101.36,101.16,101.19,100.95,101.47,101.16,101.05,100.21,100.34,99.77,99.68,99.22,99.95,99.6,99.5,99.74,100.32,100.08,100.26,100.46,101.3,101.21,101.17,101.08,101.96,101.47,101.09,100.95,100.72,100.6,100.39,100.52,101.21,101.44,101.83,102.59,104.21,104.87,104.82,105.87,106.44,106.55,106.51
Thailand,South-eastern Asia,12.83,12.77,12.76,12.73,12.72,12.72,12.91,12.99,13.08,13.29,13.52,13.95,14.53,15.19,15.77,16.69,18.12,19.43,19.72,20.02,19.99,20.31,20.42,20.71,20.98,21.05,21.14,21.62,21.86,22.65,23.24,23.5,23.76,24.5,24.94,25.28,25.45,26.24,27.69,28.84,30.47,32.38,32.94,33.75,35.01,36.42,36.85,37.66,37.95,38.31,38.42,38.95,38.84,39.7,40.27,40.54,40.04,40.3,40.19,40.2,40.59,41.1,41.35,41.59,41.52,41.84,42.03,42.28,42.28,42.68,43.21,43.63,43.95,44.43,44.82,45.24,45.86,46.35,47.65,48.14,48.54,49.44,49.9,51.14,51.38,52.46,52.93,53.61,53.76,54.56,55.43,55.34,55.49,56.26,57.13,57.47,58.15,59.1,60.06,60.46,60.99,62.32,63.55,64.76,65.43,66.18,66.89,67.72,68.37,69.02,70.99,72.81,74.45,76.12,76.74,76.37,76.34,75.78,76.03,76.4,77.05,77.01,77.63,77.69,78.13,78.93,78.9,78.47,78.59,79.21,79.18,79.64,80.16,80.53,80.69,80.94,81.71,82.7,83.34,83.47,84.02,85.72,88.04,88.47,88.81,90.94,91.22,91.34,91,92.67,92.73,94.03,95.57,99.62,99.46,96.04,95.29,96.85,97.26,97.89,98.89,99.93,100.46,100.71,101.87,104.03,104.62,104.71,105.33,106.65,107.68,108.09,108.59,109.12,109.48,109.91,110.76,111.82,111.67,111.13,110.21,110.56,110.44,110.17,109.66,110.9,110.73,110.92,111.03,111,111.22,111.89,111.73,112.46,112.86,112.83,112.56,113.68,113.54,113.28,113.03,110.65,112.72,112.83,112.43,113.25,113.51,115.56,117.76,120.57,121.79,122.27,122.33,,,
Togo,Sub-Saharan Africa,10.28,10.75,10.37,10.16,10.55,11.14,11.06,11.5,12.29,12.23,11.66,11.5,12.29,12.92,12.1,12.08,12.88,13.92,14.2,14.75,15.87,16.54,16.51,16.85,17.49,18.33,18.76,18.85,21.45,23.84,22.58,22.05,22.44,22.85,22.52,22.51,23.04,24.33,24.45,25.32,25.55,26.84,28.23,28.47,31.35,33.05,33.64,32.54,35.6,36.87,35.98,36.67,39.38,41.99,39.59,37.74,38.86,39.97,37.72,36.55,36.86,38.03,37.64,37.8,39.3,40.12,38.84,38.27,39.22,39.66,39.11,38.62,38.81,40.1,38.75,38.72,39.23,39.19,38.84,37.8,38.43,40.51,39.5,38.2,39.14,39.3,39.56,39.25,39.84,39.86,39.86,39.88,39.44,40.08,39.19,39.11,49.31,54.11,55.24,60.98,,,63.97,65.13,65.7,66.51,67.46,68.06,71.62,73.15,72.55,72.54,73.11,75.04,73.8,70.73,72.26,72.63,73.69,73.94,76.83,75.91,73.08,72.17,75.42,78.07,78.94,77.23,79.26,81.83,79.29,78.76,79.05,80.88,78.71,77.53,78.31,79.63,79.48,79.99,83.43,85.37,84.92,85.22,86.29,87.82,86.6,85.77,86.99,87.6,87.17,88.01,90.85,94.99,97.67,96.67,97.3,98.37,99.57,99.05,99.34,99.38,100.49,100.8,103.22,104.13,103.75,103.16,105.41,106.56,106.31,106.65,108.95,108.88,107.84,107.01,107.77,109.39,108.12,108.23,109.14,111.49,112.46,111.63,112.86,114.88,112.08,110.62,110.79,113.08,111.8,110.34,111.05,114.39,112.55,112.17,113.5,114.57,112.83,112.29,114.65,115.74,115.44,115.06,116.9,118.68,123.07,121.53,125.47,129.74,131.3,131.92,,,,
Tonga,Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,7.07,7.16,7.48,7.75,8.32,8.56,8.72,9.04,9.44,9.49,9.45,9.56,9.61,9.74,9.94,10.73,11.19,11.92,12.64,13.24,13.59,13.96,14.08,14.65,14.92,15.63,16.02,15.82,16.1,16.25,18.21,17.94,17.1,16.95,17.01,17.52,17.58,18.44,21.05,23,23.85,23.63,24.83,25.13,24.31,24.15,25.85,27.69,28.1,27.85,27.86,28.33,28.78,28.86,29.32,29.73,30.29,30.73,32.85,34.01,34.86,34.54,35.78,36.41,37.76,38.14,38.87,38.06,38.58,37.11,38.88,39.72,38.7,38.92,39.46,38.77,39.08,39.45,39.76,39.84,40.69,40.93,40.69,40.56,41.18,41.73,41.63,41.79,42.35,43.09,43.11,43.23,44.19,44.96,44.87,45.41,46.31,47.55,48.2,48.73,49.85,50.71,52.2,53.86,55.06,56.1,57.25,59.6,60.94,62.6,64.06,66.95,68.48,69.17,71,73.83,75.68,74.97,76.92,79.4,80.48,80.1,82.01,83.25,83.31,84.3,87.95,89.32,92.97,94.64,96.89,96.41,95.53,96.05,97.98,96.78,97.37,99.18,101.92,101.52,104.15,107.28,107.91,105.74,106.15,108.69,107.61,107.51,107.38,108.9,108.49,108.52,112.29,111.95,110.42,109.51,110.36,111.2,109.98,107.95,110.26,110.56,115.04,114.97,118.94,121.89,122.16,121.72,124.73,126.36,129.15,128.85,128.68,127.87,129.07,129.5,129.41,127.82,127.44,128.64,132.33,134.69,136.1,139.15,143.39,149.01,154.67,154.67,156.69,159.35,160.12,
Trinidad and Tobago,Latin America and the Caribbean,3.05,3.07,3.1,3.14,3.16,3.16,3.19,3.29,3.41,3.51,3.51,3.56,3.73,3.9,4.07,4.37,4.54,4.82,5.01,5.24,5.55,5.66,5.79,5.94,6.13,6.22,6.39,6.64,6.83,6.99,7.17,7.37,7.54,7.71,7.93,8.09,8.39,8.7,9.22,9.58,10.05,10.23,10.68,11.19,11.61,11.8,12.19,12.6,13.03,13.23,13.62,13.92,14.98,15.33,15.72,15.93,17,17.4,17.76,18.06,18.53,18.68,19.03,19.33,19.67,20.01,20.55,21.15,21.74,22.4,23.02,22.98,23.43,23.7,24.39,25.62,26.35,26.62,27.3,27.97,29.19,29.79,30.3,30.88,31.06,31.17,31.13,31.44,32.27,33.07,33.55,33.98,34.48,36.24,37.66,38.81,39.33,39.74,40.27,40.82,41.27,41.9,42.53,42.75,42.77,43.28,43.81,44.33,44.57,44.71,45.34,45.9,46.27,47.18,48.31,48.88,48.9,48.94,49.28,50.08,50.28,50.7,50.94,52.3,53.11,53.46,54.31,54.64,55.56,55.58,56.37,56.95,57.4,58.16,58.52,58.94,59.16,59.93,60.73,61.87,63.1,63.93,65.07,66.2,67.36,68.95,70.99,72.52,72.97,74.38,76.48,78.08,80.06,81.95,86.67,89.55,89.3,90.28,91.04,91.2,93.35,99.46,104.25,102.95,103.45,103.11,105.86,108.01,112.09,115.24,115.16,116.88,119.56,122.14,119.72,121.83,124.06,125.95,128.12,132.58,131.94,133.03,134.28,135.28,135.94,137.56,138.32,139.12,139.98,139.9,140.16,141.26,141.21,141.35,141.74,142.71,143.15,142.84,143.37,143.33,143.72,143.77,144.12,144.51,144.95,145.83,147.36,149.83,150.8,153.04,156.39,162.02,162.5,161.93,162.94,
Tunisia,Northern Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.05,39.89,40.42,40.88,41.98,43.09,43.84,44.19,45.13,46.08,46.77,47.07,48.01,49.12,50.45,50.96,52.26,52.96,53.85,54.27,54.84,55.7,56.14,56.03,57.05,58.12,58.63,58.91,59.68,60.89,61.91,62.69,63.71,64.68,64.98,65,65.79,66.64,67.14,67.43,68.34,69.07,69.58,69.63,70.26,71.01,71.47,71.6,72.06,72.89,73.73,73.75,74.14,74.14,74.61,74.93,76.02,76.88,77.43,77.35,77.53,78.37,78.44,78.89,80.07,81.7,81.97,82.74,82.99,82.99,83.14,83.79,84.44,85.31,85.9,86.76,87.08,87.8,87.73,89.07,90,91.04,91.73,92.79,93.76,95.11,95.25,96.36,97.21,98.26,98.77,99.46,100.37,101.41,101.68,102.42,103.68,105.17,106.2,107.01,108.58,110.21,111.83,113.18,114.17,115.8,116.72,118.01,119.96,121.33,122.73,123.7,124.51,126.2,126.66,127.94,129.22,131.37,132.64,134.19,136.48,139.23,141.78,144.33,146.47,149.6,151.92,154.28,156.14,158.96,160.91,163.68,164.72,167,168.74,172.26,174.99,177.77,180.5,185.68,190.16,195.04,199.1,203.66,207.43,211.28
Uganda,Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.33,36.56,36.82,35.33,35.3,36.19,37.55,38.85,40.83,39.16,40.03,41.32,42.3,41.79,43.87,44.38,44.84,45.23,46.99,46.67,49.66,48.84,50.41,50.32,49.08,47.83,49.17,50.58,51.5,51.97,53.7,52.48,52.63,53.39,56.3,55.13,55.39,54.42,53.87,53.54,53.92,54.1,56.62,57.63,59.63,59.65,60.21,59.28,60.23,61.98,64.45,64.86,67.25,66.96,67.65,69.14,71.28,71.89,73.91,74.54,75.74,75.48,78.02,80.23,84.1,86.81,89.24,91.87,94.78,98.03,100.02,99.36,99.34,99.74,101.57,106.34,112.23,120.81,126.87,130.48,131.58,130.81,132.5,134.09,136.93,139.7,140.43,140.92,141.65,142.5,143.03,145.02,148.4,151.15,155.28,155.87,157.24,158.77,162.2,164.92,167.11,166.63,168.46,168.78,170.22,172.51,173.06,173.65,176.03,176.27,178.24,179.65,181.87,182.62,183.39,183.85,185.48,186.34,187.9,189.75,196.61,203.07,207.65,207.85,209.11,209.84,212.93
Ukraine,Eastern Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.01,0.02,0.05,0.14,0.6,1.27,1.51,1.68,3.58,6.8,8.51,10.12,12.91,15.72,16.88,17.73,18.77,19.54,19.9,20.07,20.63,21.19,21.51,21.62,24.28,25.68,26.97,27.24,28.81,32.14,34.37,35.72,37.13,38.37,39.36,38.9,39.39,39.79,39.66,38.55,39.21,40.68,41.45,41.03,42.23,43.71,44.49,44.96,47.22,49.64,50.95,51.54,52.68,54.44,54.65,55.59,58.66,59.98,60.84,63.4,67.8,73.47,79.21,79.8,83.12,88.41,91.11,91.98,94.22,98.34,98.75,99.79,103.11,105.91,109.34,108.23,108.34,108.99,108.96,108.2,108.13,108.47,108.51,107.89,108.37,110.27,119.13,123.73,132.41,150.36,189.35,189.69,192.6,196.64,204.53,205.02,216.26,224.04,232.72,238.08,246.35,254.93,259.63,259.39,270.32,277.52,283.29,281.43,284.4,284.85,289.14,288.17,295.26,305.91,315.46,318.4,326.01,341.06,374.3,393.32,412.59,422.86,431.48,428.57,433.83
United Kingdom,Northern Europe,8.17,8.37,8.46,8.64,8.88,9.19,9.32,9.44,9.58,9.76,9.92,10.16,10.34,10.67,10.83,11.21,11.67,12.37,12.68,13.25,14.04,15.37,16.05,16.6,17.2,17.83,18.24,19.08,20.04,20.93,21.26,21.57,21.94,22.54,22.93,23.32,24.04,24.92,26.59,27.34,28.63,30.29,30.94,31.52,32.27,33.84,34.42,35.27,35.86,37,37.17,37.44,37.64,38.4,38.9,39.33,39.58,40.38,40.73,41.24,41.75,43.19,43.3,43.51,43.81,44.39,44.43,45.01,45.55,46.25,46.36,46.85,47,48,48.5,49.2,49.8,50.8,51.2,52.1,52.8,54.9,55.7,56.8,57.2,59.1,59.8,60.5,60.8,62.1,62.1,62.5,62.7,63.5,63.7,63.9,64.2,65,65,65.3,65.7,66.7,66.9,67.2,67.7,68.5,68.7,69.2,69.3,70,70.2,70.6,70.6,71.4,71.4,71.8,72,72.7,72.6,72.9,72.8,73.5,73.5,73.9,73.7,74.8,74.8,74.9,75,75.7,75.8,76.2,76.1,76.8,76.8,77.1,77.2,77.8,77.8,78.3,78.5,79.3,79.7,80.1,80.2,81.2,81.7,82.3,82.4,83.3,83.3,84.1,84.5,86.1,87.1,87.2,87,87.8,88.2,88.6,89.1,90,90.3,91.1,92.2,93.4,93.9,94.7,95.1,95.8,96.1,97,97.4,98.1,98.4,98.9,99,99.7,99.8,100,99.4,100,100.2,100.4,100.1,100.8,101.2,101.9,102.3,103.4,103.9,104.7,104.8,105.8,106.3,106.9,106.7,107.8,108.2,108.4,108.5,108.7,109.1,109.3,109.5,110.9,112,114.1,115.5,119.7,121.8,124.8,125.9,128.9,129.5,130.3
United States,Northern America,16.03,16.3,16.48,16.71,16.83,17.02,17.2,17.28,17.41,17.55,17.72,17.89,18.11,18.52,18.93,19.37,19.91,20.48,21.1,21.73,22.12,22.46,22.94,23.3,23.53,23.82,24.2,24.48,24.91,25.46,25.82,26.1,26.55,27.23,27.87,28.44,29.14,30.15,31.15,32.04,33.3,34.53,35.16,36.09,37.04,37.9,38.97,39.53,39.86,40.46,41.22,41.32,41.29,41.81,42.3,42.68,43.16,43.63,44.1,44.43,44.71,45.26,45.58,45.99,46.09,45.99,46.33,46.58,47.1,47.72,48.27,48.67,48.97,49.59,50.25,50.77,51.33,52.18,52.6,53.1,54.02,54.57,55.51,56.41,56.87,57.21,57.66,58.1,58.5,58.98,59.45,59.87,60.38,60.84,61.08,61.5,61.89,62.29,62.84,63.13,63.65,64.21,64.5,64.81,65.4,66.04,66.39,66.87,67.32,67.59,67.86,68.12,68.31,68.67,68.94,69.18,69.45,70.12,70.56,70.99,71.7,72.46,73.03,73.43,74.13,74.9,75,74.79,75.06,75.87,76.2,76.44,77.21,77.49,77.87,77.88,78.59,79.71,79.99,80.47,80.98,82.06,83.06,83.48,83.93,85.35,85.83,85.1,85.97,87.61,87.86,88.48,89.49,91.45,92.52,89.9,89.45,90.4,91.01,91.2,91.56,92,92.08,92.36,93.52,95.15,95.54,95.4,96.16,96.95,97.16,97.2,97.77,98.3,98.67,98.4,99.15,100.32,100.43,99.63,99.09,100.28,100.54,100.09,100.16,101.33,101.67,101.89,102.7,103.26,103.67,104.05,104.97,106.06,106.4,106.34,106.7,107.98,108.27,108.51,108.96,108.37,109.6,109.85,111.03,113.63,115.45,117.2,119.87,123.44,125.06,125.52,126.83,128.35,129.46,129.59
Uruguay,Latin America and the Caribbean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.08,0.09,0.11,0.13,0.15,0.17,0.19,0.22,0.25,0.29,0.32,0.36,0.4,0.45,0.51,0.59,0.68,0.78,0.91,1.07,1.26,1.5,1.86,2.31,2.88,3.38,3.94,4.62,5.31,6.01,6.84,7.7,8.51,9.41,10.61,11.83,12.93,14.08,15.33,16.79,18.61,20.34,22.22,24.09,25.54,27.04,28.82,30.43,32.03,33.56,34.97,36.18,37.05,38.05,38.72,39.83,40.49,40.9,41.39,41.69,42.01,42.59,43.2,43.78,44.32,44.67,45.31,45.62,45.87,46.72,48.51,54.25,57.34,59.76,61.28,62.38,63.49,65.33,66.94,68.59,68.66,68.99,69.97,71.29,71.92,73.39,74.48,75.96,76.4,78.51,80.54,82.54,83,84.59,86.64,88.79,90.14,91.54,92.49,95.08,95.79,97.67,98.84,101.05,102.43,105.2,107.24,109.01,110.93,113.42,115.83,117.73,120.4,123.31,125.26,128.18,130.72,135.09,136.71,139.36,141.35,145.44,148.18,152.2,154.57,160.23,164.19,166.57,167.27,172.01,173.69,175.7,177.81,183.7,186.31,190.33,192.04,197.58,200.75,204.97,208.39,214.83,222.35,225.36,228.35,233.69,237.71,242.11,246.4,254.24,259.92,265.54,267.59,273.67,277.84,276.85,280.41
Vanuatu,Melanesia,,,,,,,,,,,,,,,,,,,,,,,,,19.03,19.34,19.83,20.1,20,20.69,21.01,21.09,21.51,21.96,22.17,22.46,22.53,22.88,23.14,23.22,23.56,24.78,26.26,27.48,29.44,31,34.22,34.83,34.39,34.39,34.94,34.41,34.69,34.64,35.02,36.07,36.9,36.96,37.09,37.21,37.64,37.21,37.34,37.55,37.96,38.79,39.56,40.56,43.21,44.97,46.13,47.73,48.28,49.22,49.94,50.55,52.15,53.14,53.53,54.52,55.18,55.29,56.12,56.89,58.66,59.87,59.32,60.09,61.42,61.25,61.75,63.18,63.79,63.73,64.62,64.29,64.95,65.83,65.55,66,68.06,66.07,66.95,67.1,67.54,67.91,68.13,67.03,68.5,69.46,69.82,70.49,70.34,70.56,73.14,73.36,73.29,73.36,73.14,73.36,73.65,74.61,75.94,76.38,77.34,77.93,77.93,78.15,78.3,79.55,79.69,79.92,81.02,81.46,82.27,82.27,82.57,82.57,83.6,82.94,83.38,83.67,84.11,84.48,85,85.51,85.88,86.1,87.94,89.05,89.34,89.64,91.11,92.51,94.72,94.87,96.6,97.45,98.03,97.17,99.35,100.11,100.17,100.37,100.04,100.69,101.19,101.57,102.09,102.16,102.31,102.38,103.49,103.71,103.78,103.93,104.22,104.37,104.59,105.03,105.25,110.34,106.43,106.58,107.32,107.54,108.49,108.86,109.6,111.07,112.4,112.47,113.21,113.72,114.39,114.61,115.64,116.45,117.85,118.58,119.17,122.93,124.99,126.39,125.73,125.88,126.17,127.28,129.26,130.59,137.37,141.56,144.22,149.45,,
Zambia,Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0.05,0.05,0.07,0.08,0.12,0.14,0.16,0.19,0.23,0.29,0.35,0.39,0.43,0.55,0.79,1,1.2,1.56,2.15,2.99,3.84,3.93,4.5,4.96,5.15,5.35,6.09,6.32,6.72,7.8,8.69,9.42,9.9,10.51,11.59,11.71,11.98,12.65,13.67,14.57,15.21,16.2,17.79,18.49,19.33,20.02,21.8,23.12,24.52,25.87,28.19,28.3,28.73,30.49,33.54,34.17,35.53,38.2,41.32,42.08,42.82,45.48,48.46,49.62,50.82,53.64,57.23,59.05,60.56,62.82,63.55,64.27,65.58,67.88,70.99,71.83,72.4,73.9,77.77,79.76,82.07,85.51,88.93,91.28,93.35,95.1,97.71,99.56,100.98,101.75,104.01,105.79,107.7,108.22,110.53,112.75,114.6,115.84,118.08,120.6,122.72,123.97,126.94,130.02,132.47,133.84,136.36,139.2,142.23,158.38,166.76,168.93,170.01,173.42,178.16,180.24,181.09,184.31,189.72,193.86,195.48,198.99,204.43,209.63,214.13,221.04,231.99,243.3,247.66,259.9,283.41,300.55,306.36,308.95,323.37,331.98,336.61,339.16,,,,
